theta_deg,physical_mode1
120.0,0.14648212389513734
121.0,0.15140514013308165
122.0,0.1456117917967423
123.0,0.19030495969535752
124.0,0.21042968165566925
125.0,0.22027087263560619
126.0,0.22922122674416298
127.0,0.2317218534564043
128.0,0.22870226308637714
129.0,0.20564297003930632
130.0,0.23400147629753948
131.0,0.21660164667804607
132.0,0.23633662922652904
133.0,0.21850719940168734
134.0,0.16861603344460438
135.0,0.08928434975615146
136.0,0.14894124913633147
137.0,0.12254941816535934
138.0,0.1236983823755449
139.0,0.08667238768947115
140.0,0.06549113256456866
141.0,0.07676358422965447
142.0,0.12014369346648292
143.0,0.11285862996363344
144.0,0.06985070406092951
145.0,0.1328351598913822
146.0,0.14538148590262806
147.0,0.10149947309816104
148.0,0.12966851622144573
149.0,0.11856661879335008
150.0,0.12870246717592987
151.0,0.10781305476286625
152.0,0.09860414159638653
153.0,0.08807924402298835
154.0,0.1030263518263801
155.0,0.07536825052597701
156.0,0.0919646385199746
157.0,0.08371925633684646
158.0,0.09099868251919307
159.0,0.09328359920994553
160.0,0.16943092681531724
161.0,0.09348909503961003
162.0,0.07042959789606316
163.0,0.043604140912445126
164.0,0.0031359416152287965
165.0,0.05734952996930911
166.0,0.09086079591665043
167.0,0.07902768598193033
168.0,0.048882888262084125
169.0,0.030837141540055516
170.0,0.08255518205199687
171.0,0.03878213127249183
172.0,0.04653605201404882
173.0,0.06421727436225312
174.0,0.0474699462232956
175.0,0.008819605785535613
176.0,0.01373922761296017
177.0,0.027686114237506096
178.0,0.0012755972672241274
179.0,-0.054147619332465306
