theta_deg,physical_mode1
120.0,0.2997955118843734
121.0,0.33658398647418725
122.0,0.3458590611625271
123.0,0.3208878956390869
124.0,0.23981404903993478
125.0,0.2643180699839904
126.0,0.18980145856086092
127.0,0.1532833440749137
128.0,0.11873753598027297
129.0,0.1172541449486408
130.0,0.11277950217310442
131.0,0.16422077983126762
132.0,0.20658637242977487
133.0,0.21624650661710415
134.0,0.22095816167215773
135.0,0.2198034125033609
136.0,0.16694409935497756
137.0,0.1410315196671628
138.0,0.12633736954058097
139.0,0.10090696375628448
140.0,0.05052155166745787
141.0,0.027789019416443794
142.0,0.05058281659490004
143.0,0.05942716748991179
144.0,0.0499724092799399
145.0,0.023904480760629142
146.0,0.06933429926884298
147.0,0.05287935004661911
148.0,0.05960540736513816
149.0,0.04723200978994956
150.0,0.06237298514400292
151.0,0.05341170459905032
152.0,0.07907899067143627
153.0,0.03861480720249296
154.0,-0.0036633309629998108
155.0,-0.02344673620756393
156.0,0.014933546668621858
157.0,-0.00240039032169807
158.0,0.015562622535753249
159.0,0.023143647031720282
160.0,0.016585813306257143
161.0,0.025072329947142185
162.0,0.015240488815223495
163.0,0.013138988544033123
164.0,0.021584886664843376
165.0,0.031427532962645485
166.0,0.05179061378664302
167.0,0.014459937630988474
168.0,0.037304115681508605
169.0,0.04638678698620515
170.0,0.02229608019995261
171.0,0.03775715092857386
172.0,0.04529098814661056
173.0,0.002586005345653592
174.0,-0.0047684091736790455
175.0,0.005786589596952934
176.0,0.004958201180998945
177.0,-0.0016898054534257927
178.0,-0.021540850826284222
179.0,-0.060685662882876155
