theta_deg,physical_mode1
120.0,-0.009159575695123013
121.0,0.0006351737022067537
122.0,-0.03943133207974906
123.0,-0.006231603782357211
124.0,0.015750880920813698
125.0,0.0635874994136276
126.0,0.11098632785650243
127.0,0.1181280537657431
128.0,0.19554206526254864
129.0,0.18113678432864463
130.0,0.21630073100812164
131.0,0.23728694234778214
132.0,0.22173551750958911
133.0,0.2083748202125301
134.0,0.2643490589896924
135.0,0.23417596084965672
136.0,0.15057930839260128
137.0,0.10877764430846988
138.0,0.11906059127725895
139.0,0.15601861493815244
140.0,0.24722907307218414
141.0,0.22430155911768604
142.0,0.18912627736611667
143.0,0.08501351824720116
144.0,0.13516059667936003
145.0,0.14787493071884336
146.0,0.11179802036562249
147.0,0.1946411947228941
148.0,0.19602893486954734
149.0,0.1314284996791033
150.0,0.1541481463686329
151.0,0.12281398730545251
152.0,0.08954016935011765
153.0,0.09095162611514337
154.0,0.0383394507473901
155.0,0.062481131622128296
156.0,0.07644816305146998
157.0,0.0037430063263221005
158.0,-0.03259014351709378
159.0,-0.02726120705787302
160.0,0.030068768558418963
161.0,0.1191571994947913
162.0,0.11993439667861819
163.0,0.056111848713449
164.0,0.07880472178011189
165.0,0.06597184118920739
166.0,0.015410665874565237
167.0,0.1112299789469816
168.0,0.13913788230233787
169.0,0.18360572567604125
170.0,0.09776034322050284
171.0,0.04145568844588489
172.0,0.025220397500247654
173.0,0.060697272962766266
174.0,0.008085084097667922
175.0,0.008386490947273544
176.0,0.02251802447598158
177.0,0.016624374895858055
178.0,-0.04058281467939407
179.0,-0.08619251240856798
