snapshot,time_star,marker_over_R,D_reference_mode_amp_over_R,D_reference_mode_spatial_corr,D_reference_mode_projection_fraction,D_uniform_amp_over_R,D_uniform_spatial_corr,D_uniform_projection_fraction,MA_reference_mode_amp_over_R,MA_reference_mode_spatial_corr,MA_reference_mode_projection_fraction,MA_uniform_amp_over_R,MA_uniform_spatial_corr,MA_uniform_projection_fraction,TTR_reference_mode_amp_over_R,TTR_reference_mode_spatial_corr,TTR_reference_mode_projection_fraction,TTR_uniform_amp_over_R,TTR_uniform_spatial_corr,TTR_uniform_projection_fraction,P_reference_mode_amp_over_R,P_reference_mode_spatial_corr,P_reference_mode_projection_fraction,P_uniform_amp_over_R,P_uniform_spatial_corr,P_uniform_projection_fraction
118,28.044329667860836,6.383484663262628e-05,-0.0004172914157571862,-0.12395002756706952,0.015363609333877296,-0.000651161414240364,-0.19002814742011087,0.03611069681191939,-0.0003771310203847012,-0.08237464930668562,0.00678558284839944,-0.0005680532513116378,-0.10942953949040896,0.011974824113082972,-0.0008443876579495376,-0.11659746456008482,0.013594968741840236,-0.0007604012766484314,-0.10065573701462739,0.010131577393957827,-0.0007781410508024693,-0.18863749485927878,0.03558410446678443,-0.0009604172726985964,-0.24070316749418055,0.057938014841731535
119,28.284024793227168,-0.000767946659487328,0.0003272691610896183,0.09971412153460758,0.009942906033418492,0.0009038158317310871,0.27055379404375274,0.07319935547146939,-0.00043699872488144607,-0.09142023734046721,0.008357659795387355,0.00039834134059895955,0.0734956701907897,0.005401613536793333,-2.266633201751142e-05,-0.002913385382312206,8.487814385870438e-06,0.001140797454898914,0.1405638682834935,0.019758201066819303,0.0007721545306810436,0.1941907712523295,0.03771005563957456,0.0013716177648297207,0.3566232175468683,0.12718011929348097
120,28.523719918593503,0.001920206856756181,0.0006488035114251082,0.17814966408864155,0.03173730281489581,0.0012194143629179084,0.32896161264907886,0.10821574259668258,0.0010053655707523358,0.22489044442970232,0.05057571199578903,0.0017902200038465033,0.353181217184055,0.12473697217161064,0.0014496265622460586,0.20735215188451947,0.04299491489114084,0.0021312852005552487,0.29224187375545885,0.08540531277610156,0.0012872832579835492,0.3065360667856413,0.09396436024041116,0.0017541923634373778,0.4318538798994663,0.18649777358422262
121,28.763415043959835,0.0020220572652181294,0.0014489374808661065,0.40838708880242447,0.16678001430051934,0.0012709653444325942,0.35194772731177876,0.1238672027599262,0.0004553126625121718,0.11630713909588102,0.013527350604668614,0.0004042355367793259,0.09106999945996812,0.008293744801638593,0.0006656957402423985,0.09729513493938566,0.009466343282873263,0.0008421342221240253,0.11798998040800936,0.013921635476682433,0.001088985264892541,0.29555892381188614,0.08735507744484032,0.0007241506341581401,0.20319037818589405,0.04128632978732665
122,29.003110169326167,0.0008042006366985363,0.0004015855684700551,0.11678231044732693,0.013638108033415842,-7.612693365319978e-05,-0.021750007075286824,0.00047306280777502683,0.0005459156041616559,0.12002352033233264,0.014405645432965868,0.0001588050410687854,0.030792810980073405,0.0009481972080545295,-6.654619053936449e-06,-0.0009049347139967742,8.189068365964236e-07,-0.0008415659896146007,-0.10970607845298284,0.012035423649532025,-0.00032277300422622055,-0.08294927354449595,0.006880581981559615,-0.0007218349401771597,-0.19178093544906707,0.036779927201719236
123,29.2428052946925,-0.0004381391968331083,-0.00015670839499182544,-0.043531300049839024,0.0018949740840291153,-0.00047545534150604773,-0.12976011014071898,0.016837686183731524,-0.0008407444038272846,-0.1813271441988901,0.032879533223325076,-0.0007004652920155125,-0.1332384760016842,0.017752491487251377,-0.0013379567514388818,-0.174696308466276,0.030518800191744265,-0.001083502855329725,-0.13561888785525955,0.018392482743097467,-0.0007926529616675472,-0.20752057180082978,0.04306478772054334,-0.0006693065716853363,-0.18115707841937434,0.03281788706144335
124,29.48250042005883,-0.0006342406040745341,-0.0003625597317091282,-0.09857233033219089,0.009716504307118557,0.000104429148182612,0.02789454567086339,0.0007781056781838835,-0.00035610088556278454,-0.08445805966181899,0.007133163841839375,0.0001146864026182017,0.02398966456957969,0.0005755040061609472,-0.0003159335613901705,-0.044879885065242216,0.0020142040834693516,-0.00021208215924995358,-0.028880757184134135,0.0008340981355289154,-0.00035623218106802256,-0.09097538817040293,0.00827652125275549,0.0002580081379991832,0.06812026394281377,0.004640370359638614
125,29.722195545425162,-0.0004713851755598046,-0.00013138153155210796,-0.03657832914527702,0.0013379741630602222,0.0005004783437216327,0.13689794625299953,0.018741047688289145,0.00012459573583677736,0.026387008357386832,0.0006962742100528025,0.000848560885631788,0.1584944954243825,0.0251205050798296,0.0006240832817826404,0.0848436549387777,0.007198445783370377,0.001687298272835585,0.21989590824407362,0.04835421046248605,-0.00016959688900278878,-0.03931746169919208,0.001545862794467436,0.0005593760753191586,0.13406753626905557,0.01797410428125453
126,29.961890670791494,-0.00022707743414454473,0.00023712950460596193,0.0661076081786949,0.004370215859107849,0.0007118523552906216,0.19497452746738073,0.0380150663611284,0.00013762990905236564,0.029362085178351073,0.0008621320460207436,3.6513955465844946e-05,0.006870322946774161,4.720133739297158e-05,0.0005733334438881845,0.07895831325307785,0.006234415231771171,-0.00020872685557952393,-0.027556076562915605,0.0007593373555412667,-0.00013301758514276335,-0.03363477028181346,0.0011312977719103623,0.0002794726412893943,0.0730585176635827,0.005337547003200026
127,30.201585796157826,0.0007350501797403336,0.0006806613805070914,0.1998895575901281,0.039955835233577146,0.0004970548586753848,0.14341197598301958,0.020566994855354185,4.056040335875192e-05,0.0093953846205971,8.82732521689525e-05,-0.0002523482376646538,-0.05155333599910191,0.0026577464526362977,0.00027761787636589237,0.038906586151468255,0.0015137224459616215,0.00031423509532034483,0.04221617205001594,0.0017822051825565465,0.00011776589885182283,0.030771602289788133,0.0009468915074808941,-0.0004552137298457177,-0.12296968544659313,0.015121543538834057
